G0	D0	L0	G1	D1	L1
OG0000035	156.4273951	5.6427838	140.8815032	276.7784941	11.6604559	268.8382896
OG0000045	9879.1010034	374.2707573	8695.5572621	10.3619971	0.5652434	10.4805555
OG0000046	128.5818945	4.7453819	108.3528865	10.3492993	0.539936	9.1939103
OG0000047	163.5472783	6.8423937	147.1114636	11.0887694	0.6204266	10.7799124
OG0000057	129.3490092	5.733559	97.2793838	14.0217866	0.7962367	10.881902
OG0000064	30.5338345	1.6081332	30.9565633	11.2303129	0.7452134	10.3243107
OG0000068	285.5922013	12.0964902	236.6879915	4.2772532	0.269793	3.4173779
OG0000073	188.2328245	12.3195422	179.0440138	7.4966329	0.5212146	7.6734369
OG0000075	12.1576706	0.6007416	7.6794799	6.3459972	0.4414302	5.7416577
OG0000077	23.3271831	1.379301	18.3906803	7.9226171	0.5285447	6.0782646
OG0000086	73.6387885	4.1501512	64.1198361	47.460869	3.4295884	42.0362742
OG0000087	48.6978347	3.1704947	43.2772533	5.4680405	0.2843695	4.2240715
OG0000090	140.0128407	7.5499221	121.6795779	733.1420323	55.0411912	663.9343693
OG0000094	9.0624873	0.4494024	8.8382467	2.8986775	0.1284833	1.5146558
OG0000097	199.1730358	10.2934225	147.5390561	7.2778073	0.6021185	5.5946845
OG0000103	35.3476718	2.6190594	30.4683909	6.468427	0.5547844	6.6728241
OG0000105	18.7521274	1.2187385	15.5998531	5.3406355	0.3305748	3.686827
OG0000106	48.6410517	3.1038861	49.144864	175.3987456	14.5972364	143.134012
OG0000109	10.307946	0.8583953	7.7112509	3.8932413	0.1946884	2.015836
OG0000111	35.2534493	2.4780831	28.2501471	6.7330765	0.4731133	4.737892
OG0000112	167.2478196	10.58042	157.6482584	13.0685739	1.1081146	11.8506702
OG0000119	55.4668197	3.7365569	47.080617	5.10033	0.5360195	5.6505389
OG0000121	37.5486643	2.4862389	37.2935838	14.8182485	1.4119848	14.9631169
OG0000122	15.1127015	0.8025225	9.576768	6.1609363	0.5462565	6.6688811
OG0000123	227.1458378	23.2517381	177.8757967	5.2807232	0.4042457	4.5505713
OG0000124	69.2680402	3.919676	49.583901	1087.2863436	102.8646146	963.6414244
OG0000125	119.8297255	7.5536351	114.941147	3.9951009	0.3078501	2.249505
OG0000127	135.1629438	13.9688586	118.0368555	6.4404495	0.5800595	5.6193261
OG0000128	4443.5272349	333.2767926	4288.1613981	6.570464	0.5622189	6.9418423
OG0000129	100.9451109	5.5569046	81.0381922	7.4244156	0.6696915	5.0087341
OG0000130	10.8107881	0.5941203	8.1196441	4.1753743	0.3102817	3.2819943
OG0000131	101.7842688	7.0076239	88.88003	6.7240283	0.600733	6.9459751
OG0000132	220.1284785	11.4433744	176.4186893	2.6928356	0.170179	1.8705265
OG0000134	4583.5443633	341.4505754	3329.1431104	4.9532765	0.4878658	4.6719926
OG0000135	23.1924357	1.5059017	20.5806566	5.0686564	0.4278426	4.623077
OG0000138	43.898395	2.865905	40.8869111	2.7744379	0.3822934	3.9662938
OG0000140	6360.4974537	429.602954	5706.5592394	1997.4727732	178.6509029	1772.8620846
OG0000144	83269.9719798	6039.5271901	76903.3128867	5.3408542	0.5520688	5.8350608
OG0000145	134.956325	11.0509598	128.743682	4.413983	0.311653	3.2328514
OG0000146	324.4361425	25.3164041	313.0795306	5.1831659	0.560659	5.9959366
OG0000148	77.7892308	4.9065137	72.0439757	4.4179439	0.5574311	4.4555779
OG0000150	142.7309245	11.073679	117.7501204	79.8890085	7.6772313	68.6685686
OG0000151	66.0221627	4.1354658	62.1796825	1.2774977	0.4459072	3.2105317
OG0000153	83.752162	7.0112476	81.9147423	4.4381044	0.3887975	3.7880752
OG0000155	1867.012548	152.1139307	1718.8874171	3.3734549	0.2173583	1.5796745
OG0000156	134.7705008	9.9449996	113.0414954	2.8110134	0.216955	1.7567328
OG0000157	8.8845609	0.7109148	7.9622462	3.9843158	0.327817	2.8911641
OG0000158	185.9066584	14.9113786	175.7057447	2.2696264	0.3770498	3.2494365
OG0000159	2881.5563815	285.5616874	2484.3866808	9.7271845	0.902464	8.5107372
OG0000160	17.4894261	1.1887602	15.2161301	2.8100264	0.2073873	1.7835311
OG0000162	18.8010752	1.222567	16.4435263	3.3418303	0.304556	2.5696913
OG0000163	42.4726184	3.9801109	36.8160257	3.4840044	0.4677458	4.0635419
OG0000164	133.9540881	8.5158111	93.2481313	4.7277677	0.5931139	4.4277597
OG0000165	125.245817	8.7277862	109.2427903	3.2174244	0.5076271	3.4582098
OG0000166	3330990.5330192	346092.3825986	2866798.5691917	4.9241546	0.5331123	4.8979697
OG0000167	131.4466494	9.8924251	120.1929647	4.577282	0.6071702	4.6929197
OG0000168	10.6822136	1.3275364	8.7396143	5.7444177	0.4463256	4.0137875
OG0000170	211.6077702	18.0762679	137.9821784	3.928823	0.3075314	2.284519
OG0000172	449.9802402	30.6351151	331.8804131	2.2596842	0.1534493	1.6112176
OG0000174	21.9652361	1.8114276	19.9558942	3.5227255	0.4776644	4.1762467
OG0000175	30.5292209	3.4065162	28.728287	5.0219776	0.3732749	3.6818481
OG0000181	30.1048594	2.321669	24.570997	5.8186697	0.5755898	5.0117425
OG0000183	25.5682815	2.2713193	22.637482	2.9441373	0.2460341	1.9306843
OG0000184	144.3931259	13.5545019	123.345967	2.8896373	0.219457	1.5087668
OG0000185	252.2361554	15.3923061	177.0115206	1.6962614	0.471441	2.8833057
OG0000188	13.2547365	0.8730914	8.8327742	3.3792227	0.3243499	2.6375958
OG0000190	108.9974465	10.0692327	85.2528366	5.8590669	0.6784918	5.1546528
OG0000191	814.0482403	73.1345584	692.3404865	3.0442017	0.2670692	2.0846232
OG0000192	450.2308606	38.6227131	382.95402	5.7145866	0.7420921	5.6098014
OG0000200	8.7798217	0.8144318	9.5967211	456.5124736	57.8530432	427.0679507
OG0000204	16.5295347	1.7181339	12.3991995	2.391859	0.2129399	1.8133691
OG0000205	375.0102191	20.9032726	295.0845319	1.54894	0.5547616	2.273532
OG0000206	5939.9967018	463.8496157	5682.1577921	2346.7938564	310.0342055	2482.5202689
OG0000207	20.1527058	1.7258781	18.783307	3.2951492	0.3760994	2.8181339
OG0000208	763.9109475	74.2856614	636.3804989	2.6896511	0.440348	3.6084071
OG0000211	10.6729085	0.9178871	9.4389395	2.4253954	0.2236944	1.7041162
OG0000212	64.3464008	6.4612808	50.0749265	2.5277542	0.2105017	1.796782
OG0000213	17.2001757	1.53629	12.4951589	10.3184363	1.2711538	7.5563034
OG0000215	8.8622822	0.7012101	8.8936811	2.3142358	0.3671641	1.3988435
OG0000216	6.2395323	0.5981712	4.6557655	3.3172352	0.2929979	2.5657661
OG0000219	119.3208538	9.7765308	107.3788965	3.7908804	0.6088597	4.4100046
OG0000220	6.4619907	0.3964387	2.5504225	3.2655759	0.3095727	2.0982152
OG0000222	34.8810868	3.2594515	27.0534475	1.9734661	0.4041625	2.9020192
OG0000223	4.7184777	0.1677746	1.2415323	3.329545	0.2838227	1.9118616
OG0000226	22.2611616	2.427097	18.5766269	2.171206	0.1192033	1.0212346
OG0000228	8.6990411	1.0364403	8.3778927	3.3871187	0.3289087	2.7888721
OG0000229	117.3730339	9.1316074	99.6867143	1.961876	0.1531209	0.8920453
OG0000235	191.7775581	17.7653135	151.0051643	6.4580587	0.7811503	6.0092779
OG0000236	2.3392002	0.190247	1.0463584	17.6881528	2.2644145	13.1839243
OG0000238	28.9079649	2.9179047	18.7932842	18.5597693	2.9708909	15.6452674
OG0000243	160.6202013	13.9879339	125.4251407	4.8851643	0.6243204	3.8906923
OG0000245	16.866211	1.08822	9.2735266	1.3129922	0.1391129	1.5670658
OG0000247	150.4283887	13.573818	100.9701547	2.5043874	0.3562439	1.9976293
OG0000250	129.3877716	9.6188784	94.5856377	2.8931595	0.3825608	2.1204797
OG0000253	37.2386397	3.3348972	30.6254725	3.6381341	0.5630114	3.4758133
OG0000254	34.9881259	3.7335224	31.1749119	3.1997604	0.5178061	3.6857728
OG0000256	71.2608904	6.2694217	65.7244377	33.7324801	5.4936109	31.6264126
OG0000257	5.1943776	0.5433025	6.0759329	275.8494563	45.1601765	283.8191648
OG0000259	14.3321125	1.8503096	11.3485658	2.3570655	0.4281509	3.1576127
OG0000261	206.2237256	21.9901058	142.9356877	3.4890539	0.3923176	2.8725626
OG0000262	12.0539354	1.1742187	7.828125	3.4727768	0.6225893	3.5885356
OG0000263	18.0036943	3.2702273	13.0809091	6.1886777	0.7943837	3.891329
OG0000264	12517.9802109	1312.4730675	12271.6231813	3.367641	0.5537391	4.0569077
OG0000267	61.4407088	6.8644106	49.3093493	7.0769968	1.0123747	6.5734052
OG0000268	18.5488278	2.0324285	17.4450116	5.5154865	0.8637861	5.843644
OG0000274	113.7400874	12.3598054	107.3243102	31.9116842	4.7485382	27.2711185
OG0000275	754.2296836	74.9788674	642.3189644	503.5654261	74.7527191	501.4661576
OG0000277	14.5658826	1.5574666	11.4733374	2.5737948	0.26738	1.4520218
OG0000278	24.8325007	2.6014864	20.4192142	3.0450804	0.4925723	3.1571172
OG0000283	6.6108049	0.8383131	4.8564345	2.7052446	0.2784273	1.9961822
OG0000284	88.2528055	10.0149634	61.5920246	5.2766036	0.7061375	3.9965421
OG0000285	18.6653112	2.1897432	15.4741849	18.500148	3.4598161	18.1159814
OG0000286	3.9432927	0.2137744	0.9302077	1.5374677	0.1131073	0.8632888
OG0000288	16.9544281	1.7071961	12.860877	4.2551332	0.645814	4.4130623
OG0000289	8.3065166	0.5864366	4.9358418	2.296379	0.3039547	1.3164234
OG0000290	59.8379187	5.8088352	49.6212363	201.2783022	32.2747101	172.2935654
OG0000291	26.4525682	2.2126856	21.7211967	1.7923592	0.1888533	0.9721956
OG0000293	39.5423374	4.6175166	32.0147816	2.4190131	0.4511566	2.7883986
OG0000297	10.7365247	0.9295765	7.7044562	1.5948189	0.4562902	3.4247989
OG0000301	33.105716	3.0470518	27.7789552	2.3986791	0.3654576	1.8546974
OG0000303	60.4749038	5.6017839	44.4211634	66.5927805	11.0667982	41.3008345
OG0000307	28.4581051	2.9004323	27.2157233	11.859574	1.9815596	11.3793972
OG0000308	8.1825054	0.9374377	5.0589313	2.780713	0.3402789	2.0345843
OG0000312	25.2661648	3.9327763	21.7613621	3.0824733	0.35331	2.1934662
OG0000313	140.9718442	16.3238156	114.8108362	3.1587472	0.5414139	3.5342297
OG0000316	9.2398216	1.1053045	6.2449704	2.8555532	0.4020354	2.0911424
OG0000319	527.989996	51.7700685	337.3682799	3.022121	0.5880211	3.159578
OG0000323	16.3322344	2.4048868	14.910298	1.1495206	0.3426874	2.1655937
OG0000326	9.5049864	1.2050793	4.716431	2.3466247	0.2650819	1.3279586
OG0000327	38.2671034	5.0104314	36.8266709	1.4712977	0.1292098	0.7205241
OG0000328	1.5331872	0.3758418	0.8268519	2.6818381	0.2871879	2.0835199
OG0000329	6.0043523	0.6922533	4.4188839	1.8351329	0.1746134	1.0488931
OG0000331	24.2338737	3.0010137	21.9074001	2.5055361	0.3015155	1.6211922
OG0000332	58.2709091	7.0352743	47.019083	2.4965415	0.5146449	3.1642619
OG0000333	11.417275	1.1424944	8.264043	1.6141315	0.1836035	0.9817688
OG0000335	0.7035302	0.4975736	3.8147309	5.8800114	0.6677497	5.9895121
OG0000338	21.6218573	2.3793582	11.8967909	2.0545356	0.2297135	1.0644469
OG0000340	15.2786465	3.2616992	10.2743523	4.9774777	0.655859	3.0379027
OG0000344	56.5996816	4.4320395	53.6593354	1.7307638	0.2832263	0.9607479
OG0000347	20.0237007	2.9950519	9.9835064	1.5674992	0.1159969	0.4237109
OG0000348	51.1030381	6.5118658	46.2342469	3.1689967	0.5607568	2.8427256
OG0000349	3.343287	0.239167	1.3442836	1.5300664	0.1588927	1.4791464
OG0000351	19.9923391	2.1221557	11.4596408	2.3077235	0.3536051	1.6040349
OG0000352	51.4940797	6.2632354	43.1119369	5.9420927	1.0009689	4.9700885
OG0000353	32.3336555	3.6487399	25.7236165	3.2895772	0.7343033	3.5213183
OG0000355	1e-07	0.1991048	1.8981326	1.3474043	0.484407	4.0306319
OG0000356	31.0536103	2.4744128	17.1375997	1.844329	0.347296	2.0043938
OG0000360	9.8933702	0.8135554	6.3050543	1.4225264	0.0931754	0.362996
OG0000371	42.1438797	10.4515946	30.832204	44.8834202	7.2478311	24.209769
OG0000373	253.9882521	42.1162901	148.1089534	3.748843	0.6371116	3.1003108
OG0000377	26.0665421	5.8854308	23.2474518	3.6145865	0.5176796	2.901163
OG0000378	28.2468679	3.9544227	25.9673758	1.606889	0.1895524	1.1342072
OG0000379	68.3164458	4.0041127	57.6888829	0.4936563	0.194108	1.3393453
OG0000383	7.5501174	1.0087209	5.1444764	2.2682109	0.2712724	1.6231871
OG0000388	0	0.2016068	2.37896	0.6455431	0.4638074	4.5492593
OG0000391	5.6397916	0.7119827	2.7001607	1.7002254	0.2617592	1.3359916
OG0000393	208.0417953	44.8341795	171.8643549	2.1140276	0.2790969	1.4923933
OG0000394	93.8338343	13.5666502	46.0754159	2.4750215	0.3373278	1.5138613
OG0000395	108.6175755	13.7489767	78.598317	1.8957915	0.3166122	1.4425924
OG0000405	0.4630995	0.1093647	0.2820458	2.7382157	0.3900054	2.6155408
OG0000406	47.0714316	6.8218499	39.7941241	1.4347237	0.2240143	1.1356282
OG0000412	35.8481867	3.4451894	35.5428709	1.9483666	0.4629574	1.7164365
OG0000416	78.2133448	15.3898765	45.9131315	4.9162777	0.8286752	3.8613964
OG0000418	53.8515956	6.1278754	29.6007543	1.8326569	0.3965878	1.566938
OG0000420	11.536347	1.663749	9.9270356	1.4127685	0.4122096	1.8835687
OG0000423	8.9106105	1.2180599	7.2474565	1.7890688	0.2551795	1.4229802
OG0000424	195294938.39423	16302669.0630684	157592467.609661	7e-07	0.3341683	1.1473112
OG0000425	15.4119699	2.2563559	13.3877116	1.8153942	0.3850195	1.9359431
OG0000427	40.3428868	6.0932479	35.2300515	1.4981762	0.4312987	2.2741206
OG0000428	21.8492693	3.1393474	19.3593092	2.6089014	0.4764223	2.2894739
OG0000432	12.6443405	1.6332789	9.4185752	0.1565967	0.3692514	1.5898326
OG0000434	65.1979404	7.7917419	41.8156815	1.7154528	0.5267474	2.0834038
OG0000436	2.9190516	0.2442989	0.9609089	1.2746335	0.1035008	0.5955044
OG0000443	31.7321345	7.8459369	26.0223575	1.8014941	0.4350905	1.5258381
OG0000444	26.4481422	4.5798221	22.593789	1.2183386	0.127746	0.6718496
OG0000445	39.1399788	5.4423241	36.3728661	57.6561434	12.2381661	37.1394347
OG0000448	272.3491004	41.546782	240.9713358	630.9411945	135.1947549	574.5777082
OG0000449	0.1230952	0	0	1.1160123	0.1077212	0.9422194
OG0000450	10.3009046	0.9471505	10.2880141	1.7027246	0.2592305	0.9556706
OG0000451	40.6534747	5.2178498	35.3944147	1.0965258	0.148626	0.6265
OG0000454	15.2306217	2.0028777	8.4764645	1.4883965	0.5047686	1.452244
OG0000459	7.9030246	0.8277139	6.1112874	0.9853762	0.1407866	0.6247405
OG0000464	54.9323745	7.9122107	41.7067377	34.6898531	7.8488146	32.6755617
OG0000465	2e-07	0.0973644	0.4543671	2.0724039	0.3367201	3.3876081
OG0000468	7.8823708	1.1041296	5.6862675	1.4930993	0.2319101	0.9127319
OG0000472	11.4432894	1.9938787	9.3047674	0.5742905	0.4175474	2.0609223
OG0000474	59.5340887	8.5948953	22.0548257	2.4065569	0.4504316	1.5281308
OG0000477	3.9885073	0.6535811	2.962901	0.84603	0.3534808	1.5022934
OG0000478	19.2649468	2.7824168	16.6481271	235.534235	51.2353162	229.4915204
OG0000481	21.4205573	2.9708629	18.9144936	1.3151253	0.2701615	0.9530696
OG0000482	58.8922555	8.6913445	47.3678278	1.8667829	0.3728106	1.3643832
OG0000484	13.6114208	2.5143757	12.0950142	1.3406167	0.2399208	1.0274871
OG0000489	0.8909512	0.1030708	1.23685	1.6127783	0.2770457	2.2415513
OG0000491	117.4346087	13.1424735	100.2392048	0.3346991	0.4521635	1.5654738
OG0000496	4.8453152	1.3465117	4.1741861	34.8413099	7.046912	18.8896392
OG0000502	59.0304115	7.6136397	45.4280504	1.971066	0.53	1.7813889
OG0000506	321.4355439	56.3294561	266.6260924	1.4376459	0.4274735	1.8226995
OG0000509	15.0024572	1.9221302	11.0522487	0.7985492	0.1240398	0.3867629
OG0000513	240.621706	31.7243844	149.8703678	1.406797	0.34601	1.2172137
OG0000521	430.6893392	69.1537164	346.9211441	237.2323302	59.1037163	203.0634825
OG0000524	11.6106885	3.0798453	11.9087353	1.292069	0.1233692	0.5146257
OG0000525	0.0057227	0	NA	0.7736213	0.2678723	6.7637746
OG0000526	8.766443	1.1327999	5.8947548	1.1283002	0.2859743	1.3164681
OG0000527	6.7132251	0.6293047	4.1638991	1.0442818	0.2305675	1.0457881
OG0000528	76.1349277	10.2044342	55.954314	0.2339288	0.3120615	1.4640885
OG0000529	3859974.7778323	883296.6684589	3621516.3406815	0.9986643	0.3689924	1.5747139
OG0000530	3.7230233	0.3906662	1.6538203	1.5529749	0.3509492	0.9511233
OG0000535	32.0475447	3.5685498	21.6095514	0.8174908	0.1589612	0.74784
OG0000536	48.6955942	11.0236558	45.0132611	0.5623465	0.1184173	0.5024512
OG0000537	2.5248282	1.6072028	5.2808092	43.261274	6.5599109	35.5068191
OG0000538	23.3052067	4.9099059	19.2304649	2.2294412	0.5248088	2.1830587
OG0000542	18.1344292	2.968937	17.0438976	1.7888241	0.4679661	2.2982334
OG0000543	16.9320155	2.7225888	15.3372502	216.9144828	58.2719545	150.5358824
OG0000545	12.3076756	2.2901892	10.4967005	1.8918253	0.3995543	1.817417
OG0000548	12.1898231	1.6911714	9.9779112	0.7148476	0.1084574	0.4078609
OG0000552	139.1515446	23.7970493	109.0698093	2.0683662	0.4220214	1.6613376
OG0000553	12.5749766	1.9352125	10.2888799	1.5615178	0.3421897	1.176277
OG0000556	141.0901402	14.6944629	96.7385474	0.8371623	0.122313	0.7526951
OG0000558	33.7503897	5.2019669	22.4551573	2.960077	0.7436965	2.3829712
OG0000559	42.6497973	9.1556893	28.414208	1.4899582	0.5525823	1.9135722
OG0000562	68.1362501	10.5483667	61.2181999	1.8402642	0.4173822	1.873872
OG0000563	0.9460002	0	0	8.8644803	1.5026555	3.5886948
OG0000567	39.8514199	6.8610618	32.5609711	2.0767268	0.5498597	1.7995408
OG0000570	7.3925704	0.9689705	5.8305293	2.0208947	0.4682826	1.7051595
OG0000571	13.790713	2.2994982	12.3406403	20.9101511	5.0135354	18.528283
OG0000573	5.1304399	1.0678539	5.5706379	26.921294	7.6571001	27.9861615
OG0000575	18.5828577	3.3892554	16.3249134	1.0088878	0.3975344	1.5321638
OG0000577	2670433.3335107	603401.0188444	2725361.2684472	0.6043525	0.1678937	0.6377628
OG0000580	2.0951456	0.18192	1.4189758	3.9856695	1.0074483	3.0223449
OG0000585	6.5152522	1.0981238	4.9598592	0.8294009	0.0964726	0.3678018
OG0000589	7.4827929	1.0311751	3.1450842	1.1661536	0.1986731	0.8940289
OG0000590	317.4233838	56.8292103	271.8330561	12.9803432	3.3709183	11.0725304
OG0000591	4.87226	0.7666441	3.7821109	1.4576068	0.4694519	1.5671408
OG0000593	6.7965763	1.7533126	2.9221876	0.917999	0.1228133	0.4160989
OG0000594	28.9987021	4.3402554	30.8468155	1.6901586	0.4168415	1.6885613
OG0000596	11.3494926	1.9050482	10.5613201	1.2862553	0.3654522	1.4197422
OG0000600	0.2393554	0.277198	0.277198	2.1380238	0.32512	2.5485209
OG0000607	20.6619165	3.6437236	13.6639635	1.1957403	0.1330867	0.99815
OG0000609	155.8612853	20.3989535	117.5532913	1.1269758	0.2788878	1.2025436
OG0000610	129.1504237	23.4850774	93.1442051	1.8152355	0.5875782	1.873676
OG0000611	5.7444057	0.8585557	4.6934377	1.5524211	0.4009383	1.252932
OG0000613	10.6750544	1.6179478	6.089367	0.5346978	0.4238106	1.8091702
OG0000615	54.1117919	9.3625299	31.8960764	7.340974	1.8874325	3.75952
OG0000618	0.4095699	0	0	2.5179888	0.327385	2.1627249
OG0000619	35.1683294	6.5800995	30.8167994	49.5886434	13.6197807	44.358869
OG0000629	2.0596606	0.0904429	1.074009	1.1411388	0.1735229	1.0005255
OG0000634	592.9292362	103.4485788	441.3806029	477.9771216	130.8424093	377.9891823
OG0000640	11.6913826	1.6589265	11.031861	0.7690646	0.1724699	0.6005087
OG0000641	65.0267652	12.503894	61.824809	8.2647213	2.4593421	7.2901927
OG0000642	10.5743161	0.651619	8.7479852	0.0397547	0.4606643	3.5701486
OG0000643	130.7390816	28.5742757	115.2495788	0.4336397	0.0877134	0.3277071
OG0000644	82.4803291	13.0570189	63.5441584	4.1144777	1.2138384	3.419263
OG0000645	1312.1090104	236.6137693	1021.3827708	1.7972561	0.5893618	1.698508
OG0000646	43.7509773	9.6929942	43.4513535	2.8823339	0.5936806	1.8997778
OG0000647	0.7926336	0.2032394	0.6722534	2.3748548	0.5257051	2.3592618
OG0000648	5.7446478	1.0877672	4.8224346	15.9209961	4.8030904	15.8101727
OG0000653	90.3526303	17.6211152	84.2876675	0.5537777	0.1334758	0.4569693
OG0000655	45.461454	8.5259245	37.6561664	3.3627175	0.8015641	2.2012182
OG0000656	30.5383467	5.1115205	27.4318269	1.1998015	0.3419049	1.1206883
OG0000660	19.9753631	3.4844914	16.1243133	1.6449663	0.3958137	1.5717818
OG0000661	73.9529896	16.3442102	58.226249	1.8702969	0.4827276	2.0897024
OG0000662	218.7312903	40.2246604	151.5128874	2.5536134	0.7199568	2.0098794
OG0000664	1.3130395	0.5706519	1.2459233	8.0995814	1.5915995	3.5049052
OG0000668	9.5247051	3.6918559	6.3825306	4.0789125	0.9754285	2.7830409
OG0000670	5714.3747263	1093.5691604	3997.1838277	2829.8742755	757.4070185	1870.5658184
OG0000671	530.7323289	367.780574	423.2946229	1.4254014	0.3930393	1.2319634
OG0000674	40.8727219	8.0461185	38.0849608	1.3703527	0.5172892	1.6308978
OG0000675	5.2879789	0.682911	5.1453815	1.1361544	0.4867656	0.9576585
OG0000678	31.5611836	5.9071662	24.022476	10.0036525	2.8887184	7.6896869
OG0000680	21.4224955	4.4534869	16.0479096	2.4686506	0.6349943	2.0257212
OG0000686	3.0421307	0.5418876	2.4294628	0.5709405	0.3415974	1.2027076
OG0000688	32.7007757	6.0373279	19.6213156	2.3082765	0.6155203	1.7653465
OG0000696	16.6456713	2.9192	13.1867311	1.0574325	0.2029016	0.3825194
OG0000697	6.5324146	0.5225592	2.4661125	0.4387701	0.0907156	0.4877607
OG0000698	14.5592069	3.4951905	11.1846097	1.0152363	0.1019311	0.4514091
OG0000699	18.2809949	3.9441231	17.2884064	1.3307519	0.4973135	1.481434
OG0000700	5.4656643	0.7175886	6.8299062	0.2883969	0.0934797	0.6021195
OG0000703	11.3960466	2.0940386	9.8419813	5.060424	1.6325073	4.7699822
OG0000710	6.2566105	1.1308878	4.0900443	1.0171761	0.1752739	0.5367762
OG0000711	1.5409701	0.0744839	0.302901	0.8246891	0.1543398	1.0280601
OG0000712	1.6087476	0.1158816	0.6282004	1.0107081	0.2696957	3.0496363
OG0000713	2107.239114	416.050967	1761.2824272	4088.6720355	1177.5935415	3647.2688856
OG0000717	2.4789229	0.9673836	2.5685702	1.1347087	0.1422106	0.736619
OG0000718	44.0552497	8.2901215	35.92386	22.920448	6.9030489	18.1205034
OG0000721	14.0808911	1.8098739	11.8154032	0.5329334	0.2433028	0.5904876
OG0000723	77.3975396	7.8940458	56.089273	91.8180011	58.5026964	71.0735238
OG0000725	204.453286	17.7698452	125.0723719	0.2253851	0.1595685	0.6648688
OG0000726	8.017554	2.8998878	8.2163487	10.1781205	2.1421246	6.7833944
OG0000728	8.8761931	1.4709599	8.0167314	1.5569191	0.5362006	1.2846472
OG0000729	17.9758027	3.4897402	12.2436647	104.4311072	32.9855476	91.5678801
OG0000730	68.704593	11.0614808	61.7599346	1.2161644	0.347242	0.8681051
OG0000731	3e-07	0	NA	1.3313375	0.1551162	1.5123826
OG0000732	8.703042	1.2906618	6.0661103	49.0098514	16.6409349	43.4513301
OG0000739	55.0833942	9.2437197	41.7618051	1.2999962	0.3597092	2.0443473
OG0000740	32.6921844	5.8082662	25.8021058	0.6473919	0.4457954	1.35076
OG0000741	43.0031435	7.7157153	26.3463448	2.811416	0.8296476	1.4905533
OG0000746	0.6598411	0	0	3.5993327	0.6669668	2.3343839
OG0000748	16.6021453	3.3066213	15.3928923	2.0018809	0.5567495	2.2667658
OG0000752	10.6138997	3.2401691	9.3424876	1.3372209	0.3385774	1.070572
OG0000754	18.5646437	3.6871635	14.2219164	1.0492727	0.1997455	0.7600706
OG0000755	64.3083753	11.5399369	50.0063934	9.3875267	3.1982374	7.7290737
OG0000756	78.3627181	17.25743	66.4411056	0.6587179	0.0860193	0.1941408
OG0000759	73.7732955	26.6153005	75.410018	1.393762	0.3744125	1.0816362
OG0000761	2.8988215	0.7670358	2.8763842	0.3919762	0.0398173	0.1263647
OG0000762	64.7596788	11.3335555	56.2899924	0.613873	0.1143838	0.2923142
OG0000771	0.0491255	0	0	0.7401393	0.1914409	2.1771713
OG0000772	0.0996502	0	0	1.5068906	0.2238675	1.2592544
OG0000773	273.8268843	60.8934026	244.5885003	0.2196443	0.0703131	0.2114275
OG0000775	7.8308234	1.0342391	5.5084476	0.6093651	0.1051402	0.4264018
OG0000779	4.7409238	0.2954642	3.9058927	0.0324334	0.0566053	0.323459
OG0000787	23.8413241	5.6755232	19.8643311	0.9312282	0.2278112	0.8415067
OG0000788	0.1571783	0	0	2.5173232	0.5193118	3.0707131
OG0000789	3.8155854	0.3538982	1.4332877	0.8303298	0.089364	0.2415857
OG0000792	81.4492159	14.8538311	46.9381062	2.7272354	0.963837	2.6409135
OG0000793	8.089466	2.0910263	7.004938	0.5489957	0.1363806	0.4612316
OG0000794	11.5676525	6.0512153	8.4398529	0.9899854	0.1744852	1.1143261
OG0000795	3.9988406	0.3651896	1.6599525	4.3273553	1.2277461	2.6601165
OG0000796	40.3214855	6.589892	32.7297967	1.1517995	0.3826992	0.6378319
OG0000798	13.8238309	2.658086	8.1117453	9.306877	2.8927453	5.2246522
OG0000799	16254411.8198351	3856257.2374447	17160344.7066291	0.3648312	0.0409982	0.1084744
OG0000804	3.7244635	0.5346991	1.2476313	1.3036595	0.2846778	0.7235562
OG0000809	0.2902541	0.2620568	0.3930852	1.9163607	0.368784	1.7377548
OG0000811	58.2716928	12.9833982	43.7107738	0.8845627	0.2123233	0.7183604
OG0000816	4.576909	0.6983431	4.1318636	0.5848128	0.1562209	0.4421609
OG0000818	6.2330651	1.5771436	4.8628596	0.8321473	0.1417841	0.3584542
OG0000821	13.1884114	3.2580405	12.4247309	0.8749881	0.4284953	1.4053448
OG0000824	0.1592576	0	0	1.6635999	0.3093225	2.5547751
OG0000831	0	0	NA	5.6764352	1.074102	3.9558392
OG0000833	125.9364627	38.287829	125.0735747	0.5112323	0.0795308	0.2308602
OG0000837	41.1601827	6.9099203	25.779318	90.755964	36.5084004	54.7626006
OG0000841	2.1986181	5.2882599	5.2882599	0.8265003	0.203209	11.5829106
OG0000843	15.8269017	3.7365698	14.6348983	4e-07	0.2519688	0.8111627
OG0000846	205.0184545	43.8161107	135.8299432	2.9730722	1.01269	2.011315
OG0000849	13.9535706	2.6663649	7.5853483	2.5035335	0.7108977	1.4819483
OG0000850	21.2689581	6.8459503	17.3430742	1.5196881	0.387623	1.2920767
OG0000851	127.1806852	13.9051032	121.210522	5.814472	4.5858825	16.5091771
OG0000853	8.2573699	1.8261388	7.304555	1.3615087	0.4039646	1.4075643
OG0000858	1.5234515	0.5259276	0.8327187	8.6909347	2.1256063	5.048315
