G0	D0	L0	G1	D1	L1
OG0006056	0	0	NA	0.7905099	0.7098738	3.3127444
OG0006063	1151.3064258	426.5555395	1183.6916221	0.2692239	0.4541223	0.6528008
OG0006067	988.3983881	414.9830115	499.3863359	0.1202472	0.1022868	0.1077421
OG0006068	27.8889073	31.8313412	33.7037731	0.2554739	0.1774556	0.2311807
OG0006074	1.7741197	0.8750167	1.6204013	0.2056581	0.2256924	0.2378919
OG0006080	11.6944273	10.3955315	10.3955315	0.0827409	0.0791579	0.084655
OG0006113	0.228726	0.2028642	0.2238502	0.0244974	0.0177104	0.0177104
OG0006149	0	0	NA	1.1631947	0.9126051	2.4059588
OG0006151	1.1923298	0	0	0.2900371	0	0
OG0006158	3.9661391	1.9234279	6.4572222	0.1552909	0.0507578	0.1443426
OG0006164	0.2001588	0.0761841	0.0964999	0.014266	0.0406923	0.0406923
OG0006179	30.7219377	27.484719	30.7456179	0.0574469	0.0662087	0.0687357
OG0006187	0.2163507	2e-07	2e-07	3.4254941	3.2534821	3.3095766
OG0006190	2.3645604	1.3531579	2.2356521	0.0198598	0.1353318	0.1493316
OG0006245	0.077518	0	0	30.1587832	21.4714346	23.1721423
OG0006249	0.0951464	0	NA	0.6806178	0.0824502	0.0824502
OG0006252	541.2194942	417.4052884	443.493119	0.515127	0.6053776	0.7999633
OG0006260	7.8509962	5.8722315	15.4813375	0.2552503	0.3245232	1.1682837
OG0006280	0.2516662	0.1369519	0.1369519	0.0178216	0.0191023	0.0191023
OG0006281	4.0320615	1.8490057	5.0604368	0.2012396	0.1391767	0.1855689
OG0006282	1.9168559	1.1639556	1.849858	0.1359227	0.191853	0.2121451
OG0006290	0.38485	0.9951391	4.9756953	0.5069201	0.1273631	0.2854689
OG0006324	5.4667231	3.2071881	5.1593896	0.4484996	0.4720375	0.5329456
OG0006326	168855.6069578	180782.1400255	180782.1400255	0.051945	0.0593285	0.0610482
OG0006333	1.2066912	0	0	0	0	NA
OG0006335	0	0	NA	1.0571509	0.8134423	2.0336057
OG0006337	0.0263386	0	0	14.5548674	13.498868	15.4272777
OG0006339	0.0237407	0	NA	0.6266682	0	0
OG0006347	29.3350826	15.3683781	49.6516832	0.2289158	0.1064413	0.2197498
OG0006353	557.7166354	383.9397065	463.9271453	0.0831042	0.3002287	0.3521914
OG0006378	3.4740662	2.2274503	3.1555546	0.0548436	0.0699387	0.0714815
OG0006401	251.9628196	128.6162404	213.4482287	1.0345526	1.3913037	1.7921879
OG0006413	0.0297934	1.0003294	2.0006588	1.2807921	0.9076243	3.1569541
OG0006419	0	0	NA	0.3494576	0.3558708	8.422275
OG0006422	0.1900242	0.2010347	0.2077358	0.0149129	0.0209467	0.0209467
OG0006423	2.4113318	0.4709823	2.2309686	0.0394794	0	0
OG0006424	4.7088609	2.6774432	3.9603847	0.2385008	0.1965583	0.2412307
OG0006426	1.8403377	0	0	0.0980762	0	NA
OG0006427	0.2090329	0	0	0.0214464	0.0691049	0.0691049
OG0006443	0.1720038	0.2561418	0.3460162	0.0455628	0.0359635	0.0359635
OG0006472	6.1985994	4.3761695	5.4296918	0.1719732	0.0719671	0.0726868
OG0006473	6.682927	7.6178368	8.962161	0.057931	0.0241481	0.0253301
OG0006505	0	0	NA	0.6323197	0	NA
OG0006507	3.4582785	1.5508804	2.3263207	1.1416734	1.3745148	2.9453889
OG0006509	1.7888192	0.6373344	2.4804364	0.0382997	0	0
OG0006510	97336.0336763	88946.0669856	90534.3896104	0.0637422	0.1839982	0.1931981
OG0006516	2.1746493	0.5974199	1.8349324	0.0633626	0.018005	0.025207
OG0006519	39.9575968	26.9432722	38.4903889	0.127154	0.1535597	0.1754968
OG0006523	11.3515161	9.5745015	10.7104593	0.0639901	0.113447	0.1158608
OG0006529	1.8430334	1.6288699	2.0782134	0.0492762	0.1089181	0.1089181
OG0006530	2.659791	1.2946567	3.6191538	0.1687422	0.342006	0.5130091
OG0006532	328.6089544	365.3743565	365.3743565	0.0506022	0.0921401	0.0961755
OG0006542	28.9582332	29.10045	30.0869059	0.0402734	0.0651958	0.0661076
OG0006545	6.5277894	3.7150857	5.1242561	0.1601679	0.1913224	0.1964933
OG0006557	0.0994774	0.0334299	0.0334299	1.1970973	1.2926114	1.3121965
OG0006561	1.93092	1.5348879	1.8418655	0	0.294657	0.3029572
OG0006564	6.9523148	6.0546358	6.4721969	0.1035165	0.1097518	0.1160233
OG0006588	5.4215732	3.3796016	38.020518	0	0	NA
OG0006589	4.4558074	2.7778278	79.6310626	0	0	NA
OG0006590	1.014959	2.1e-06	9.8e-06	0.169704	0	0
OG0006591	0	0	NA	0.5040961	0	0
OG0006594	0	0	NA	0.3370705	0	0
OG0006596	0	0	NA	0.6323197	0	NA
OG0006597	0	0	NA	0.605038	0	0
OG0006602	2.3295733	1.2197516	11.5876404	0	0	NA
OG0006605	0.2796458	0.1511533	0.1561918	0.0424408	0.0178356	0.0178356
OG0006611	1.9904636	1.4987951	1.6077984	0.0695004	0.0809898	0.0809898
OG0006616	0.2883199	0	0	0.0468478	0.1077543	0.1092936
OG0006631	8.4560145	5.1560559	9.705517	0.2003033	0.1637304	0.2296479
OG0006643	1.5428205	1.4236327	1.5185416	0.0222264	0.0435167	0.0441211
OG0006650	12.1178634	7.3994322	7.8927277	0.3126312	0.3312654	0.3386268
OG0006670	2.441641	1.7670271	2.2676848	0.0444113	0.1207319	0.1324447
OG0006672	403.3800522	213.3388327	269.4806307	0.4183253	0.4934299	0.5075279
OG0006674	0	0	NA	3.8164909	2.7500409	13.7502046
OG0006675	0	0	NA	0.6868736	0.4840558	0.8067596
OG0006676	2.7365288	0	NA	0	0	NA
OG0006677	0	0	NA	0.3051098	0.2943252	9.2712423
OG0006686	6.6350354	6.0985634	7.5706304	0.0597418	0.046909	0.0482687
OG0006703	6.2524355	4.2289817	4.7928459	0.1740836	0.1351262	0.1457243
OG0006711	95.6031737	45.4447578	45.4447578	3.5439504	5.5213468	5.5213468
OG0006714	2.3684366	1.9696276	1.9696276	0.0427341	0.0591432	0.0591432
OG0006759	0.9364737	0	0	0	0	NA
OG0006762	0.0237983	0	NA	0.8180308	0.5604849	1.9616971
OG0006764	0	0	NA	0.2387526	0.1390766	0.8940636
OG0006765	0.0238544	0	NA	0.6159972	0	NA
OG0006769	4.8138274	2.2978083	2.2978083	0.553386	0.69937	1.0490549
OG0006770	1.8105851	0.7441207	2.8648646	0.0112049	0	0
OG0006773	13.1977544	9.2802393	9.9551658	0.5178753	0.5012585	0.5199972
OG0006778	6.2894778	2.1599804	9.0326452	0	0	NA
OG0006790	2.386338	0.9377344	1.3494227	0.2028188	0.3148149	0.3361583
OG0006799	7.4949936	6.2187365	6.2187365	0.1075578	0.1199383	0.1219045
OG0006834	1.0351639	1.0991802	1.0991802	0.058937	0.0521635	0.0528982
OG0006847	0	0	NA	0.4409273	0	0
OG0006848	0	0	NA	0.5950236	0	0
OG0006859	5.9614322	3.9119987	3.9119987	0	0.3846849	0.412662
OG0006864	22.6499657	22.0849913	22.0849913	0.0538362	0.0561954	0.0561954
OG0006866	11907.0632995	8926.0613219	11205.055702	0.2434015	0.5283706	0.5492961
OG0006911	5.9890334	3.8611247	4.0541809	0.0782431	0.0632095	0.0740736
OG0006927	0	0	NA	0.3630874	0	0
OG0006930	0	0	NA	0.5941661	0	NA
OG0006932	0	0	NA	0.6050645	0	NA
OG0006961	2.0279078	1.7187201	2.1177087	0.0925156	0.1351736	0.1385529
OG0006988	0.2617921	0	0	0.0290244	0.0625167	0.0625167
OG0006989	1.2760646	0.934969	1.3469892	0	0.2587256	0.267884
OG0006997	0.1191951	0	NA	0.5649278	0	0
OG0007002	4.8943181	1.6135405	13.7150944	0.0054708	0	NA
OG0007005	3.4235789	0.8612974	2.5838921	0.0286984	0.1835178	0.3670355
OG0007006	0.9517227	0.2245388	0.3108998	0.47121	0.6134701	0.6530488
OG0007038	0.1112065	0.1599929	0.1599929	0.017564	0.012456	0.012456
OG0007048	0.3065122	0.355013	0.3799262	0.0227933	0.0514051	0.0514051
OG0007055	21.9171456	27.7232373	29.7034685	0.0517423	0.0475249	0.0475249
OG0007057	6.0262586	3.4395207	7.1436199	0.3666918	0.5410072	1.352518
OG0007058	98.4865632	101.5446887	108.7978808	0.0507688	0.0788563	0.0788563
OG0007059	0.047655	0	NA	0.5895426	0.380764	1.332674
OG0007061	0	0	NA	0.3050858	0.2476215	2.9714578
OG0007062	0	0	0	0.374024	0.0316107	0.3231313
OG0007064	0.053692	0.1664249	0.1664249	0.3857406	0	0
OG0007065	0.0238936	0	NA	0.3750046	5e-07	1.07e-05
OG0007066	0	0	NA	0.6000899	0	NA
OG0007071	1.8714042	0.3506462	1.1953847	0.0058236	0	0
OG0007074	0.2645394	0.1430512	0.1575988	0.0207977	0.0598904	0.0598904
OG0007076	20.986045	14.0514913	14.0514913	0.20035	0.2250142	0.2293834
OG0007081	9.505274	8.1797005	9.7527199	0.0352279	0.0652744	0.0652744
OG0007084	685.1898682	496.9109253	551.1193899	0.1085565	0.1379142	0.143846
OG0007092	5.8544384	4.0560865	5.194637	0.1443842	0.139076	0.1448111
OG0007095	0.6176231	0.8424663	0.8611878	0.0712073	0.0422005	0.0431383
OG0007098	335.7347086	388.2137916	388.2137916	0.0386734	0.0524026	0.0524026
OG0007106	1.6459216	0.8305139	0.999432	0.189375	0.2039528	0.2140245
OG0007115	5.4883747	5.5774858	5.7766817	0.0950396	0.1307788	0.1345695
OG0007116	81014164870.2455	38709312402.7249	96773281006.8122	0.1796012	0.5882303	0.5882303
OG0007123	3.3430046	3.8954084	4.1950552	0.0729353	0.0796312	0.0818432
OG0007124	0.1539967	0.1795919	0.1795919	1.1440353	0.8380493	1.11232
OG0007129	0	0	NA	0.4597522	0.3577244	3.5772441
OG0007131	32.3866115	18.2405569	21.6184379	0.238112	0.302526	0.3094016
OG0007132	19.3457562	5.9507699	33.7210292	0	0	NA
OG0007134	0.2140195	0.1841909	0.2394482	0.0125754	0.0660923	0.0660923
OG0007187	5.5449302	4.7037	5.252465	0.1234395	0.1352487	0.1363053
OG0007195	0	0	NA	0.341899	0	0
OG0007197	0	0	NA	0.564336	0	0
OG0007199	2.1886979	0	0	0	0	NA
OG0007200	0.0238199	0	NA	0.5025523	0.2766955	2.4210855
OG0007201	0.0236712	0	NA	0.5719667	0	NA
OG0007202	1.7574841	0.1719936	0.8599682	0.0600361	0	0
OG0007207	1.4038187	0.8405438	1.8912235	0.1449566	0.2054008	0.2212009
OG0007213	6.2335598	3.6416221	5.3553266	0.0805132	0.0304837	0.0394789
OG0007246	0.3537207	0.0784726	0.0810884	0.0862047	0.1378127	0.1378127
OG0007251	0.1444531	0.050617	0.0523042	13.0556454	14.4048244	14.4048244
OG0007260	0	0	NA	1.1107615	0.7037588	1.9705246
OG0007263	0.0549814	0	0	0.7222954	0.4304105	2.0444498
OG0007270	0.3858712	0.1808785	0.2713177	0.0517384	0.1100322	0.1100322
OG0007306	2.6718997	1.7966595	27.5487794	0	0	NA
OG0007309	0.3975774	0.1597934	0.4793802	22.5923915	20.2361389	40.4722778
OG0007310	0	0	NA	0.4460893	0	0
OG0007311	0.0476562	0	NA	0.7111827	0.3760894	1.1282681
OG0007314	0	0	NA	0.5778147	0	NA
OG0007318	4.9073183	2.8235283	4.5176453	0.3051245	0.4460674	0.5624328
OG0007323	3.8887524	1.5223112	4.2286423	0.0233024	0	0
OG0007342	13.3555939	11.0311251	11.8007385	0.1648286	0.063141	0.0757692
OG0007351	20111137378.8883	15375453227.9848	17220507615.343	0.0794871	0.4527046	0.4920703
OG0007366	0	0	NA	0.2372075	0.2776224	2.1901323
OG0007369	2.4979946	0	NA	0	0	NA
OG0007373	1.6908222	1.3916537	1.3916537	0.1062323	0.1598149	0.1675168
OG0007378	5.1175988	5.2670038	5.4455463	0.1044519	0.0614633	0.0624963
OG0007379	9.4382317	8.6265785	11.3329561	0.0182892	0.0941549	0.0941549
OG0007387	4.6949072	2.2137069	16.4446801	0	0	NA
OG0007388	15.7168226	5.5103992	18.9802639	0.0454689	0.236708	0.6154407
OG0007393	20.6158844	24.6852166	24.6852166	0.0776954	0.067856	0.0718184
OG0007407	14.0609852	5.3051736	15.3388715	0.0249138	0	0
OG0007417	577.6886315	428.7653804	474.7045283	0.2650067	0.2015838	0.2139257
OG0007420	0.5892279	0.3905974	0.5819104	0.0744154	0.0657794	0.0761267
OG0007427	3.7381693	2.7015384	30.3923075	0	0	NA
OG0007430	10.5033091	5.248176	24.2728139	0.1529627	0	NA
OG0007431	890.7465684	600.2571399	637.0075771	393.4520164	555.3727444	588.8289338
OG0007441	2.8276023	2.3701332	3.0723948	0.0340595	0.0581302	0.0581302
OG0007455	509.5117538	382.3761231	430.1731385	0.1509588	0.0799124	0.0837543
OG0007459	4.0396106	3.888215	3.888215	0.0222197	0.0571698	0.0571698
OG0007460	38.0952154	29.0543226	33.2804059	0.0273533	0.090842	0.090842
OG0007472	0.6413672	0.3313295	0.4116517	0.0198215	0.0920262	0.0948798
OG0007473	307.785925	320.3023996	571.9685708	0.2737644	0.2346978	0.3831097
OG0007476	0.9209118	0	0	0	0	NA
OG0007478	0.0644918	0	0	0.5668312	0.6897163	1.9158787
OG0007479	0	0	NA	0.3273324	0	NA
OG0007480	0	0	NA	0.4692527	0	0
OG0007481	0	0	NA	0.5614134	0	NA
OG0007484	0.5741591	0.09973	0.1214105	0.2368894	0.2665425	0.4331315
OG0007489	5.9338022	2.7606831	5.5213663	0.0883842	0.1268101	0.1401586
OG0007494	4.1461904	1.6366884	6.910462	0.0274849	0	0
OG0007498	3.1904174	2.1042624	3.1820554	0.3604492	0.442319	0.4763435
OG0007509	0	0	0	0.0755701	0.1613692	0.1661153
OG0007523	10.7288253	7.0781429	10.0727418	0.1221944	0.0796876	0.0824354
OG0007525	0.2722389	0.3166155	0.3166155	0.0110926	0.0607171	0.0607171
OG0007530	655.4106444	459.3379792	598.7798657	0.157785	0.0808913	0.0838507
OG0007536	2e-07	0	0	0.492198	0.2377221	0.7036575
OG0007537	0.3775896	0	0	0.131969	0.1713225	0.6338932
OG0007538	0	0	NA	0.6527661	0.2676632	0.9814318
OG0007539	2.4054162	0	NA	0	0	NA
OG0007540	3.2972337	1.3491937	9.2757064	0.0273406	0	0
OG0007541	2.6615781	1.0695867	6.1798344	0.0054504	0	NA
OG0007546	28.1362556	10.709875	29.2736583	0.0460275	0.2344574	0.2344574
OG0007552	10.4771392	11.0301892	11.0301892	0.0463267	0.0610709	0.0610709
OG0007563	6.8369902	4.7509754	6.4034886	0.1077096	0.1503575	0.1533056
OG0007565	30.5094949	12.6594321	31.8294293	0.0703481	0	0
OG0007567	16.5136692	11.4707502	18.2489207	2.7058694	4.0256515	4.3520557
OG0007571	859.7386912	389.6257258	852.3062751	0.1327269	0.2635208	0.4084572
OG0007592	0.0874055	0	NA	1.3545535	1.0646506	2.7376731
OG0007596	0	0	NA	0.4979044	0	0
OG0007597	0.0313046	0	NA	0.8369596	0.6571208	2.2999228
OG0007598	0	0	NA	0.2658015	0.1956829	1.0958243
OG0007600	0	0	NA	0.5396521	0	NA
OG0007601	0.0237309	0	NA	0.3985455	0	0
OG0007602	0	0	NA	0.3647152	0	0
OG0007603	2.3582121	0	0	0	0	NA
OG0007605	1.2663941	0.1929377	3.122082	0.0056877	0	0
OG0007609	2.3335398	0	NA	0.0055109	0	NA
OG0007614	2.3413223	2.3200608	3.1270385	0.041197	0.1200509	0.1200509
OG0007615	1.2651345	0.0427944	0.1231645	0.0084372	0.1546404	0.3092809
OG0007618	2.0736643	1.0381014	2.728034	0.0753698	0.2639036	0.4078511
OG0007621	1.0061767	0.4233563	0.9643115	0.0548475	0.1567509	0.2493764
OG0007622	650.9251444	355.1716528	644.9169485	0.179754	0.3079688	0.3238982
OG0007627	10.0138336	7.6691678	11.5037518	0.3494247	0.3566743	0.6945762
OG0007639	5.8632138	3.9552032	69.2160566	0	0	NA
OG0007656	0	0	NA	0.5004073	0.5418868	2.7997487
OG0007657	0	0	NA	5.3133359	4.0062938	4.0062938
OG0007661	0.023847	0	NA	0.4256494	0	0
OG0007662	0	0	NA	0.3216166	0	0
OG0007672	2.7560522	1.2170778	1.2576471	0.0111545	0.1445492	0.1445492
OG0007675	37.294189	28.9743849	40.3121878	0.2820248	0.3249935	0.3249935
OG0007679	12.7457223	10.8982288	12.9416467	0.0550191	0.0750797	0.0772455
OG0007687	17.2540803	11.2299232	13.1661169	0.0635049	0.1249607	0.1276195
OG0007690	1.7912557	1.1349659	2.1791345	0.1180969	0	0
OG0007704	0.0563554	0.2973472	0.5946945	1.852721	1.4381338	2.4653722
OG0007705	0	0	NA	0.4339695	0	0
OG0007707	0	0	NA	0.5232638	0	NA
OG0007708	0	0	NA	0.5400809	0	NA
OG0007710	3.8100978	2.4644919	3.9059872	0.1553488	0.168913	0.1707692
OG0007711	17.9020141	7.3998392	40.2880135	0	0	NA
OG0007717	0.0738031	3e-07	3e-07	0.6399673	0.6927384	0.7434265
OG0007721	0.085329	0.091067	0.091067	17.4418253	20.5027646	20.5027646
OG0007724	14.6923014	9.9242202	13.8939083	0.1379678	0.0481355	0.0574521
OG0007725	62.0215357	40.6327051	53.3802205	0.1868062	0.5463636	0.5463636
OG0007731	3804130.3566917	3468964.2297726	3602385.9309177	0.0974169	0.2368813	0.2368813
OG0007734	7.3545591	6.2013267	6.4115411	0.0392785	0.1025919	0.1043456
OG0007750	0.2906573	0.3210346	0.3210346	0.0089649	0.1049504	0.1049504
OG0007753	0.0535319	0	0	3.4915683	3.4534737	4.3446927
OG0007757	3.5158068	2.7539568	39.4733802	0.0054518	0	NA
OG0007760	0.0951712	0	NA	18.5719173	15.0092573	15.0092573
OG0007764	0	0	NA	0.4905298	0	0
OG0007769	1.9052757	0.595883	5.8098596	0.0054521	0	NA
OG0007774	1.6503734	0.5153092	1.2453306	0.1490712	0.2323098	0.3484647
OG0007782	1.8343838	1.2811989	1.5462745	0.0511653	0.0984978	0.0984978
OG0007793	9.3967847	6.6485247	9.7170745	0.1087659	0.1289759	0.1289759
OG0007801	8.2984341	8.6262053	10.7827566	0.1850265	0.4559346	0.5395226
OG0007811	0	0	NA	0.3479932	0.5033077	1.5518654
OG0007813	0.0476172	0	NA	0.4727402	0.3431778	0.8824572
OG0007814	0	0	NA	0.2338888	0.3228107	2.6362871
OG0007815	0	0	NA	0.9278039	0.6418474	1.1086455
OG0007817	0.9929893	0	0	0.0056677	0	NA
OG0007818	1.3839801	0.5035618	12.5890454	0	0	NA
OG0007819	1.9784405	0	0	0	0	NA
OG0007823	3.1994337	1.3887417	3.2001439	0.0530115	0	0
OG0007826	5.5264759	2.4768974	5.0422554	0.0251548	0.0321633	0.0371115
OG0007833	1.7196473	0.3300378	0.8434299	0.0435995	0	NA
OG0007842	64951.0035815	63650.7158388	63650.7158388	0.3012596	0.2716335	0.4139177
OG0007856	11.4699095	8.2884091	9.6204748	0.200068	0.2634117	0.2802971
OG0007858	6.1070479	3.4880993	5.7304489	0.162841	0.2407359	0.2607972
OG0007865	0.0279074	0	0	0.349342	0.1984995	0.6575294
OG0007868	0	0	0	0.2616033	0.2420946	0.3307489
OG0007869	0	0	NA	0.3834853	0.2546992	0.8489972
OG0007873	1.3341819	0.3922491	7.844983	0	0	NA
OG0007874	2.2845364	0	NA	0	0	NA
OG0007875	0	0	NA	0.5238492	0	NA
OG0007876	12.4982492	7.0487921	10.4948683	0.1786989	0.4228798	0.5253961
OG0007877	10.6791512	5.8192416	6.9172117	0.1989389	0.3302504	0.3572096
OG0007880	2.9953699	1.5789398	3.3333174	0.0544722	0.1569428	0.2167305
OG0007882	1.4133246	0.4142824	1.7676047	0.0289849	0.1834172	0.5502517
OG0007888	2.1484168	1.3953861	2.021886	0.1829635	0.2463004	0.3119805
OG0007890	33.9802591	26.5829292	41.419913	0.2255989	0.3462592	0.3584086
OG0007894	1.2790545	0.5544702	1.4113786	0.0393008	0	0
OG0007897	10.5596703	7.0547007	8.6067349	0.233826	0.3603794	0.5216017
OG0007898	36.9448355	39.4550744	40.9163734	0.0720163	0.1274458	0.12932
OG0007899	1.5290789	0.884849	1.3953388	0.1562625	0.2294303	0.2294303
OG0007901	4.8782701	4.5658504	5.1030093	0.1265328	0.1404529	0.1458035
OG0007907	62.2230217	33.8922436	61.266748	0.1077033	0.2075366	0.2149486
OG0007919	0.2855954	0.1495144	0.155265	0.0126835	0.0884196	0.0884196
OG0007928	1.1294695	0	0	0.0162875	0	0
OG0007932	1.6594624	1e-07	NA	18.2819025	57.1592591	57.1592591
OG0007934	1.360898	0	0	0.0272397	0	NA
OG0007935	1e-07	0.4548092	0.4548092	1.6131277	1.1600442	1.1600442
OG0007936	0	0	NA	0.1927971	0	0
OG0007937	0	0	NA	0.5178512	0	NA
OG0007938	0	0	NA	0.5178992	0	NA
OG0007939	2.2363	0	NA	0	0	NA
OG0007941	2407.8099394	1011.1324276	1859.7614294	0.0350177	0.1083817	0.1490249
OG0007942	5.4614139	4.2936097	5.5970269	0.2263276	0.2380069	0.2452929
OG0007944	1.5813146	0	0	0.0054478	0	NA
OG0007947	9.026726	3.5736819	9.4284372	0.0336635	0.1507225	0.3875721
OG0007948	756.9001003	521.4534189	674.8220715	247.5020912	387.3989909	387.3989909
OG0007952	1.4821097	0	0	0.1198999	0	NA
OG0007954	2.1471604	1.5253176	1.6168367	0.2305464	0.4191397	0.5078038
OG0007961	3.9559519	2.7179449	3.275472	0.3750104	0.6574907	0.9782178
OG0007981	5.3385052	4.5459301	6.4941858	0.224721	0.332976	0.346295
OG0007982	0.0470134	0.3562632	0.3562632	0.02532	0.0506571	0.0506571
OG0007985	0.0712518	0	NA	0.4960374	0	NA
OG0007986	0.0238231	0	NA	0.4960046	0	NA
OG0007987	2.1823276	1.1243357	2.2888262	0.0291542	0.0753357	0.0811308
OG0007988	7.4638433	2.9120562	10.8162088	0	0	NA
OG0007990	0.8550836	0.3666507	1.2416126	0.0220906	0	0
OG0007994	0.8690296	0.3733657	0.5867176	0.1509706	0.2198028	0.5966076
OG0008003	420.8577479	367.7414396	381.3614929	0.0448923	0.3649054	0.3872466
OG0008005	1.6520815	0.9393739	3.1703869	0.2003433	0.3132636	0.3968006
OG0008006	4.6949786	6.1077311	6.3732846	0.0423655	0.1018599	0.1018599
OG0008011	714876.9507196	1335540.5236414	1335540.5236414	0.0947911	0.125739	0.125739
OG0008017	2.9608383	5.0391359	5.0391359	0.0803452	0.0917253	0.0917253
OG0008018	17.2856304	7.9119839	18.0845347	0.1130661	0.2271804	0.3407706
OG0008020	15.7926982	22.9245726	22.9245726	0.0768281	0.1492659	0.1540424
OG0008024	5.5426188	2.8922654	27.4765213	0	0	NA
OG0008027	1.2551992	0.3172857	0.7932143	0.4603096	0.7305554	0.8523146
OG0008029	0	0	0	0.9673814	0.6633309	1.4214234
OG0008031	2.1406878	3.0626668	3.0626668	0.0814786	0.2246656	0.2363873
OG0008034	24.7878323	29.8209949	29.8209949	0.0831547	0.1212972	0.1251787
OG0008035	76.5949922	64.6597567	88.6078148	0.2139833	0.3409667	0.3409667
OG0008036	3.849593	2.6485171	5.0933021	0.1613923	0.3146903	0.3146903
OG0008041	1.81759	0.7180946	1.9209031	0.0451728	0.2553563	0.6383907
OG0008052	3.7057158	5.0975845	5.3346814	0.0427088	0.0904257	0.0904257
OG0008067	1.076787	0.2438626	2.5849431	0.0616875	0	NA
OG0008070	0	0	NA	0.2952124	0.296293	1.6507751
OG0008071	0	0	NA	0.3279804	0.1547341	0.7220924
OG0008072	0.1305524	3.5872642	3.5872642	0.7082469	0.5477761	3.2084027
OG0008073	0	0	NA	0.3384561	0.3679498	2.207699
OG0008074	2.1887191	0	NA	0	0	NA
OG0008107	0.0474446	0	NA	0.4208472	0	0
OG0008108	0	0	NA	0.757545	0.6200684	1.0629745
OG0008112	27.6896304	12.6745109	117.6918869	0.0274048	1e-07	1e-07
OG0008115	40.3990186	17.668101	35.3362021	0.0649486	0.2309399	0.3233158
OG0008119	7.4474318	14.1841798	15.6389675	0.1536466	0.1451343	0.1484707
OG0008120	2.2600843	1.4087374	2.5412518	0.1163801	0.2234765	0.2302485
OG0008124	4.2299912	4.939187	4.939187	0.0390777	0.1126619	0.1126619
OG0008126	7.1690394	6.1639134	8.778907	0.169714	0.2633218	0.2969373
OG0008127	1.6527188	1.7828459	1.7828459	0.0520526	0.0990555	0.0990555
OG0008130	2.0156801	2.1373924	2.7128442	0.0348805	0.1038565	0.1038565
OG0008139	0.073778	0	NA	3.623429	3.1509636	4.2012849
OG0008148	1.5999416	0	0	0	0	NA
OG0008149	21.0825207	8.4096168	89.702579	0.0109192	0	0
OG0008151	0	0	NA	0.4853399	0	0
OG0008152	0.0238235	0	NA	0.4421335	0.3687982	0.7592904
OG0008156	0.0815804	0.7707393	0.7707393	1.1302898	1.0947918	3.5971732
OG0008157	1e-07	0	NA	0.7236982	0.4766835	2.0656285
OG0008158	1.0632887	0.4587106	3.0580704	0.0954535	0	0
OG0008160	0.9045773	0.1080228	0.6751422	0.1625303	0	NA
OG0008161	1.1654016	0	0	0.0710463	0	0
OG0008164	5.9741397	2.5107027	8.0900421	0.0054633	0	0
OG0008166	3.5644146	3.0177437	3.8560059	0.3053658	0.3737465	0.453835
OG0008167	3.5511052	3.1486333	6.2972666	0.1991809	0.2626006	0.4693288
OG0008181	435.2497007	578.6260329	578.6260329	0.0828145	0.1525129	0.1570655
OG0008184	10.6532773	12.1947545	12.6729801	0.0316589	0.1717018	0.1717018
OG0008193	0.8840586	1.0773776	1.0773776	0.0467238	0.0877912	0.0877912
OG0008195	1.1142231	1.3987309	1.3987309	0.0160454	0.0700213	0.0700213
OG0008199	53253.9627693	50794.9997073	50794.9997073	0.0347279	0.1395746	0.1395746
OG0008201	1e-07	0	NA	0.459682	0.3675273	0.6515256
OG0008203	0.0542462	1.5788571	1.5788571	1.3699097	1.3009012	2.9020105
OG0008206	0	0	NA	0.4850708	0	NA
OG0008207	0	0	NA	0.2953686	0.2528813	0.4214689
OG0008212	0	0	NA	0.4744922	0	0
OG0008214	2.0712065	0	NA	0	0	NA
OG0008215	2.1909689	1.3953286	1.6099946	0.2279078	0.3667226	0.3841856
OG0008220	1.2759316	0	0	0.0054131	0	NA
OG0008222	1.6432027	0.461485	1.3844549	0.0163559	0	NA
OG0008224	12.7277924	7.3017164	11.0302524	0.0507595	0.1566857	0.1706133
OG0008226	18.49892	8.1539694	31.4510249	0.0877775	0.5053042	0.5053042
OG0008227	3.4072106	2.7323004	3.3828481	0.2223043	0.2901573	0.3165353
OG0008228	0.7255593	0.596156	1.0120787	0.078238	0.1322357	0.1322357
OG0008233	4.2748596	3.9391564	4.3768404	0.2388896	0.3162485	0.3162485
OG0008236	691.4463218	385.6519736	439.7785664	0.0793863	0.0548757	0.0575526
OG0008247	0.4606734	0.2098407	2.0984069	0.0733101	0.2228057	0.5941486
OG0008248	0.056063	0	0	1.793428	1.7743098	1.9782534
OG0008249	0	0	NA	0.3295845	0	0
OG0008250	0	0	NA	0.4796937	0	NA
OG0008251	15.6616371	6.8963197	16.6138611	0.0321521	0	0
OG0008255	4.6531362	3.2530169	4.2650666	259.7459281	445.2797621	483.175912
OG0008259	1.2241392	0	0	0.0054581	0	NA
OG0008261	40.9387789	33.8111492	38.0375428	0.2535108	0.4171463	0.4692896
OG0008264	31.9348744	27.8702261	37.3579627	0.0655125	0.1227002	0.1227002
OG0008269	20.9051401	12.0270036	17.0193447	0.1117715	0.1668419	0.1831192
OG0008277	19.2207567	22.987106	22.987106	0.0937495	0.1513102	0.1588757
OG0008279	203.234437	298.6077546	298.6077546	0.0126857	0.125955	0.125955
OG0008281	0	0	NA	0.2605053	0.1870934	0.3660524
