sp	habitat
OG0026776	MCOR1	Marine
OG0026777	MCOR1	Marine
OG0026778	MCOR1	Marine
OG0026779	MCOR1	Marine
OG0026780	MCOR1	Marine
OG0026782	MCOR1	Marine
OG0026783	MCOR1	Marine
OG0026784	MCOR1	Marine
OG0026785	MCOR1	Marine
OG0026786	MCOR1	Marine
OG0026787	MCOR1	Marine
OG0026788	MCOR1	Marine
OG0026789	MCOR1	Marine
OG0026790	MCOR1	Marine
OG0026791	MCOR1	Marine
OG0026792	MCOR1	Marine
OG0026793	MCOR1	Marine
OG0026795	MCOR1	Marine
OG0026797	MCOR1	Marine
OG0026798	MCOR1	Marine
OG0026799	MCOR1	Marine
OG0026800	MCOR1	Marine
OG0026801	MCOR1	Marine
OG0026802	MCOR1	Marine
OG0026803	MCOR1	Marine
OG0026804	MCOR1	Marine
OG0026805	MCOR1	Marine
OG0026806	MCOR1	Marine
OG0026807	MCOR1	Marine
OG0026808	MCOR1	Marine
OG0026809	MCOR1	Marine
OG0026810	MCOR1	Marine
OG0026813	MCOR1	Marine
OG0026814	MCOR1	Marine
OG0026815	MCOR1	Marine
OG0026817	MCOR1	Marine
OG0026818	MCOR1	Marine
OG0026821	MCOR1	Marine
OG0026822	MCOR1	Marine
OG0026823	MCOR1	Marine
OG0026826	MCOR1	Marine
OG0026827	MCOR1	Marine
OG0026828	MCOR1	Marine
OG0026829	MCOR1	Marine
OG0026830	MCOR1	Marine
OG0026831	MCOR1	Marine
OG0026832	MCOR1	Marine
OG0026833	MCOR1	Marine
OG0026835	MCOR1	Marine
OG0026836	MCOR1	Marine
OG0026837	MCOR1	Marine
OG0026838	MCOR1	Marine
OG0026839	MCOR1	Marine
OG0026840	MCOR1	Marine
OG0026841	MCOR1	Marine
OG0026842	MCOR1	Marine
OG0026843	MCOR1	Marine
OG0026844	MCOR1	Marine
OG0026845	MCOR1	Marine
OG0026846	MCOR1	Marine
OG0026847	MCOR1	Marine
OG0026851	MCOR1	Marine
OG0026853	MCOR1	Marine
OG0026855	MCOR1	Marine
OG0026856	MCOR1	Marine
OG0026857	MCOR1	Marine
OG0026859	MCOR1	Marine
OG0026860	MCOR1	Marine
OG0026861	MCOR1	Marine
OG0026862	MCOR1	Marine
OG0026863	MCOR1	Marine
OG0026864	MCOR1	Marine
OG0026865	MCOR1	Marine
OG0026868	MCOR1	Marine
OG0026870	MFOD1	Marine
OG0026871	MFOD1	Marine
OG0026882	MFRU1	NonMarine
OG0026883	MFRU1	NonMarine
OG0026884	MFRU1	NonMarine
OG0026885	MFRU1	NonMarine
OG0026886	MFRU1	NonMarine
OG0026887	MFRU1	NonMarine
OG0026888	MFRU1	NonMarine
OG0026889	MFRU1	NonMarine
OG0026890	MFRU1	NonMarine
OG0026891	MFRU1	NonMarine
OG0026893	MHON1	Marine
OG0026894	MHON1	Marine
OG0026895	MHON1	Marine
OG0026896	MHON1	Marine
OG0026897	MHON1	Marine
OG0026898	MHON1	Marine
OG0026899	MHON1	Marine
OG0026900	MHON1	Marine
OG0026901	MHON1	Marine
OG0026902	MHON1	Marine
OG0026903	MHON1	Marine
OG0026904	MHON1	Marine
OG0026906	MHON1	Marine
OG0026907	MHON1	Marine
OG0026911	MLAB1	Marine
OG0026912	MLAB1	Marine
OG0026915	MMAR1	NonMarine
OG0026916	MMAR1	NonMarine
OG0026917	MMAR1	NonMarine
OG0026918	MMAR1	NonMarine
OG0026919	MMAR1	NonMarine
OG0026920	MMAR1	NonMarine
OG0026921	MMAR1	NonMarine
OG0026922	MMAR1	NonMarine
OG0026924	MMAR1	NonMarine
OG0026925	MMAR1	NonMarine
OG0026926	MMAR1	NonMarine
OG0026928	MMAR1	NonMarine
OG0026929	MMAR1	NonMarine
OG0026930	MMAR1	NonMarine
OG0026931	MMAR1	NonMarine
OG0026932	MMAR1	NonMarine
OG0026933	MMAR1	NonMarine
OG0026934	MMAR1	NonMarine
OG0026935	MMAR1	NonMarine
OG0026936	MMAR1	NonMarine
OG0026937	MMAR1	NonMarine
OG0026942	MSWE1	Marine
OG0026943	MSWE1	Marine
OG0026945	MYES1	Marine
OG0026946	MYES1	Marine
OG0026948	NALB1	Marine
OG0026951	NALB1	Marine
OG0026953	NALB1	Marine
OG0026955	NALB1	Marine
OG0026956	NALB1	Marine
OG0026958	NMIR1	Marine
OG0026959	NMIR1	Marine
OG0026960	NMIR1	Marine
OG0026962	NMIR1	Marine
OG0026964	NMIR1	Marine
OG0026965	NMIR1	Marine
OG0026966	NMIR1	Marine
OG0026967	NMIR1	Marine
OG0026968	NMIR1	Marine
OG0026969	NMIR1	Marine
OG0026970	NMIR1	Marine
OG0026971	NMIR1	Marine
OG0026973	NMIR1	Marine
OG0026974	NMIR1	Marine
OG0026975	NMIR1	Marine
OG0026976	NMIR1	Marine
OG0026980	ODEL1	Marine
OG0026983	OFLO1	Marine
OG0026989	PBUC1	Marine
OG0026990	PBUC1	Marine
OG0026994	PELE1	NonMarine
OG0026995	PELE1	NonMarine
OG0026996	PFUC1	Marine
OG0026999	PFUC1	Marine
OG0027000	PFUC1	Marine
OG0027003	PMAC1	NonMarine
OG0027004	PMAC1	NonMarine
OG0027005	PMAX1	Marine
OG0027006	PSOL1	NonMarine
OG0027007	PSOL1	NonMarine
OG0027008	PULY1	Marine
OG0027009	PULY1	Marine
OG0027010	PULY1	Marine
OG0027011	PULY1	Marine
OG0027012	PULY1	Marine
OG0027013	PULY1	Marine
OG0027035	SBRO1	Marine
OG0027036	SBRO1	Marine
OG0027037	SBRO1	Marine
OG0027038	SCON1	Marine
OG0027039	SCON1	Marine
OG0027040	SGLO1	Marine
OG0027041	SGLO1	Marine
OG0027042	SIMA1	Marine
OG0027070	SSUL1	Marine
OG0027071	SSUL1	Marine
OG0027072	SSUL1	Marine
OG0027073	SSUL1	Marine
OG0027074	SSUL1	Marine
OG0027075	SSUL1	Marine
OG0027076	SSUL1	Marine
OG0027077	SSUL1	Marine
OG0027078	SSUL1	Marine
OG0027079	SVEN1	Marine
OG0027088	TLIM1	Marine
OG0027089	TLIM1	Marine
OG0027090	TLIM1	Marine
OG0027091	TLIN1	Marine
OG0027092	TLIN1	Marine
OG0027093	TLIN1	Marine
OG0027094	TLIN1	Marine
OG0027095	TLIN1	Marine
OG0027096	TLIN1	Marine
OG0027097	TLIN1	Marine
OG0027098	TLIN1	Marine
OG0027099	TLIN1	Marine
OG0027100	TLIN1	Marine
OG0027101	TLIN1	Marine
OG0027102	TLIN1	Marine
OG0027103	TLIN1	Marine
OG0027104	TLIN1	Marine
OG0027105	TLIN1	Marine
OG0027106	TLIN1	Marine
OG0027107	TLIN1	Marine
OG0027108	TLIN1	Marine
OG0027109	TLIN1	Marine
OG0027110	TLIN1	Marine
OG0027111	TLIN1	Marine
OG0027112	TLIN1	Marine
OG0027113	TLIN1	Marine
OG0027114	TLIN1	Marine
OG0027115	TLIN1	Marine
OG0027116	TLIN1	Marine
OG0027117	TLIN1	Marine
OG0027118	TLIN1	Marine
OG0027119	TLIN1	Marine
OG0027120	TLIN1	Marine
OG0027121	TLIN1	Marine
OG0027122	TLIN1	Marine
OG0027123	TLIN1	Marine
OG0027124	TLIN1	Marine
OG0027125	TLIN1	Marine
OG0027126	TLIN1	Marine
OG0027127	TLIN1	Marine
OG0027128	TLIN1	Marine
OG0027132	VINF1	Marine
OG0027133	VINF1	Marine
OG0027139	ABIP1	NonMarine
OG0027148	ABIP1	NonMarine
OG0027149	ABIP1	NonMarine
OG0027155	ABIP1	NonMarine
OG0027179	ABIP1	NonMarine
OG0027180	ABIP1	NonMarine
OG0027191	ABIP1	NonMarine
OG0027199	ABIP1	NonMarine
OG0027266	ACAL1	Marine
OG0027267	ACAL1	Marine
OG0027271	ACAL1	Marine
OG0027273	ACAL1	Marine
OG0027274	ACAL1	Marine
OG0027294	ACAL1	Marine
OG0027657	ADUX1	Marine
OG0027659	ADUX1	Marine
OG0027664	ADUX1	Marine
OG0027665	ADUX1	Marine
OG0027677	ADUX1	Marine
OG0027678	ADUX1	Marine
OG0027679	ADUX1	Marine
OG0027680	ADUX1	Marine
OG0027684	ADUX1	Marine
OG0027688	ADUX1	Marine
OG0027690	ADUX1	Marine
OG0027702	ADUX1	Marine
OG0027777	AENI1	Marine
OG0027825	AENT2	Marine
OG0027828	AENT2	Marine
OG0027829	AENT2	Marine
OG0027831	AENT2	Marine
OG0027844	AENT2	Marine
OG0027874	AENT2	Marine
OG0027887	AFUL1	NonMarine
OG0027892	AFUL1	NonMarine
OG0027899	AGEM1	Marine
OG0027909	AGEM1	Marine
OG0027955	AIMM1	NonMarine
OG0027957	AIMM1	NonMarine
OG0027962	AIMM1	NonMarine
OG0027984	AMSP1	Marine
OG0028006	APUR1	Marine
OG0028092	NALB1	Marine
OG0028098	NMIR1	Marine
OG0028102	TLIN1	Marine
OG0028109	CAPI1	Marine
OG0028125	BPLI1	Marine
OG0028127	GAEG1	Marine
OG0028152	GAEG1	Marine
OG0028156	PPAC1	NonMarine
OG0028166	PPAC1	NonMarine
OG0028181	MFOD1	Marine
OG0028185	NTUM1	Marine
OG0028186	LHYA1	Marine
OG0028188	BPLI1	Marine
OG0028193	BPLI1	Marine
OG0028197	FSAG1	Marine
OG0028199	NMIR1	Marine
OG0028200	NMIR1	Marine
OG0028202	TLIN1	Marine
OG0028203	NMIR1	Marine
OG0028205	MCOR1	Marine
OG0028214	ODEL1	Marine
OG0028216	BPLI1	Marine
OG0028224	NTUM1	Marine
OG0028228	BPLI1	Marine
OG0028238	CTEL1	Marine
OG0028239	PFUC1	Marine
OG0028242	SVEN1	Marine
OG0028244	MCOR1	Marine
OG0028248	MCOR1	Marine
OG0028255	AVAL1	NonMarine
OG0028299	BGLA1	NonMarine
OG0028304	BGLA1	NonMarine
OG0028305	BGLA1	NonMarine
OG0028308	BGLA1	NonMarine
OG0028334	BGON1	NonMarine
OG0028335	BGON1	NonMarine
OG0028336	BGON1	NonMarine
OG0028342	BGON1	NonMarine
OG0028343	BGON1	NonMarine
OG0028344	BGON1	NonMarine
OG0028345	BGON1	NonMarine
OG0028347	BGON1	NonMarine
OG0028349	BGON1	NonMarine
OG0028351	BGON1	NonMarine
OG0028355	BGON1	NonMarine
OG0028359	BGON1	NonMarine
OG0028427	MBIL1	NonMarine
OG0028429	LFLA1	NonMarine
OG0028443	IPYG1	Marine
OG0028450	BPLA1	Marine
OG0028451	BPLA1	Marine
OG0028452	BPLA1	Marine
OG0028455	BPLA1	Marine
OG0028457	BPLA1	Marine
OG0028458	BPLA1	Marine
OG0028460	BPLA1	Marine
OG0028461	BPLA1	Marine
OG0028462	BPLA1	Marine
OG0028463	BPLA1	Marine
OG0028464	BPLA1	Marine
OG0028465	BPLA1	Marine
OG0028467	BPLA1	Marine
OG0028468	BPLA1	Marine
OG0028469	BPLA1	Marine
OG0028471	BPLA1	Marine
OG0028472	BPLA1	Marine
OG0028478	BPLA1	Marine
OG0028481	BPLA1	Marine
OG0028483	BPLA1	Marine
OG0028487	BPLA1	Marine
OG0028489	BPLA1	Marine
OG0028492	BPLA1	Marine
OG0028497	BPLA1	Marine
OG0028503	BPLA1	Marine
OG0028527	BPLI1	Marine
OG0028528	BPLI1	Marine
OG0028529	BPLI1	Marine
OG0028531	BPLI1	Marine
OG0028532	BPLI1	Marine
OG0028533	BPLI1	Marine
OG0028534	BPLI1	Marine
OG0028535	BPLI1	Marine
OG0028536	BPLI1	Marine
OG0028538	BPLI1	Marine
OG0028539	BPLI1	Marine
OG0028540	BPLI1	Marine
OG0028541	BPLI1	Marine
OG0028542	BPLI1	Marine
OG0028544	BPLI1	Marine
OG0028545	BPLI1	Marine
OG0028546	BPLI1	Marine
OG0028547	BPLI1	Marine
OG0028548	BPLI1	Marine
OG0028549	BPLI1	Marine
OG0028550	BPLI1	Marine
OG0028551	BPLI1	Marine
OG0028552	BPLI1	Marine
OG0028553	BPLI1	Marine
OG0028554	BPLI1	Marine
OG0028555	BPLI1	Marine
OG0028556	BPLI1	Marine
OG0028557	BPLI1	Marine
OG0028558	BPLI1	Marine
OG0028559	BPLI1	Marine
OG0028560	BPLI1	Marine
OG0028561	BPLI1	Marine
OG0028562	BPLI1	Marine
OG0028563	BPLI1	Marine
OG0028564	BPLI1	Marine
OG0028565	BPLI1	Marine
OG0028566	BPLI1	Marine
OG0028567	BPLI1	Marine
OG0028568	BPLI1	Marine
OG0028569	BPLI1	Marine
OG0028570	BPLI1	Marine
OG0028571	BPLI1	Marine
OG0028572	BPLI1	Marine
OG0028573	BPLI1	Marine
OG0028574	BPLI1	Marine
OG0028575	BPLI1	Marine
OG0028576	BPLI1	Marine
OG0028577	BPLI1	Marine
OG0028578	BPLI1	Marine
OG0028579	BPLI1	Marine
OG0028580	BPLI1	Marine
OG0028581	BPLI1	Marine
OG0028582	BPLI1	Marine
OG0028583	BPLI1	Marine
OG0028584	BPLI1	Marine
OG0028585	BPLI1	Marine
OG0028587	BPLI1	Marine
OG0028588	BPLI1	Marine
OG0028589	BPLI1	Marine
OG0028590	BPLI1	Marine
OG0028591	BPLI1	Marine
OG0028592	BPLI1	Marine
OG0028593	BPLI1	Marine
OG0028594	BPLI1	Marine
OG0028595	BPLI1	Marine
OG0028597	BPLI1	Marine
OG0028599	BPLI1	Marine
OG0028600	BPLI1	Marine
OG0028601	BPLI1	Marine
OG0028602	BPLI1	Marine
OG0028603	BPLI1	Marine
OG0028604	BPLI1	Marine
OG0028605	BPLI1	Marine
OG0028606	BPLI1	Marine
OG0028608	BPLI1	Marine
OG0028609	BPLI1	Marine
OG0028610	BPLI1	Marine
OG0028611	BPLI1	Marine
OG0028612	BPLI1	Marine
OG0028613	BPLI1	Marine
OG0028614	BPLI1	Marine
OG0028615	BPLI1	Marine
OG0028616	BPLI1	Marine
OG0028617	BPLI1	Marine
OG0028618	BPLI1	Marine
OG0028619	BPLI1	Marine
OG0028620	BPLI1	Marine
OG0028621	BPLI1	Marine
OG0028622	BPLI1	Marine
OG0028623	BPLI1	Marine
OG0028624	BPLI1	Marine
OG0028626	BPLI1	Marine
OG0028672	CAPI1	Marine
OG0028679	CAPI1	Marine
OG0028702	CARY1	NonMarine
OG0028717	CARY1	NonMarine
OG0028745	CASP1	NonMarine
OG0028747	CASP1	NonMarine
OG0028748	CASP1	NonMarine
OG0028749	CASP1	NonMarine
OG0028761	CASP1	NonMarine
OG0028797	TLIN1	Marine
OG0028816	NMIR1	Marine
OG0028833	SVEN1	Marine
OG0028836	TLIM1	Marine
OG0028863	PBUC1	Marine
OG0028868	GTOL1	Marine
OG0028874	FSAG1	Marine
OG0028892	CGIG1	Marine
OG0028912	CGIG1	Marine
OG0029038	CNIT1	Marine
OG0029046	CNIT1	Marine
OG0029057	CNIT1	Marine
OG0029097	COLI1	Marine
OG0029098	COLI1	Marine
OG0029122	NMIR1	Marine
OG0029127	CPLI1	NonMarine
OG0029173	CRAD1	Marine
OG0029201	CRVI1	Marine
OG0029205	CRVI1	Marine
OG0029206	CRVI1	Marine
OG0029207	CRVI1	Marine
OG0029208	CRVI1	Marine
OG0029209	CRVI1	Marine
OG0029210	CRVI1	Marine
OG0029211	CRVI1	Marine
OG0029213	CRVI1	Marine
OG0029215	CRVI1	Marine
OG0029216	CRVI1	Marine
OG0029218	CRVI1	Marine
OG0029223	CRVI1	Marine
OG0029224	CRVI1	Marine
OG0029225	CRVI1	Marine
OG0029238	CSQU1	Marine
OG0029246	CSQU1	Marine
OG0029260	CTEL1	Marine
OG0029261	CTEL1	Marine
OG0029263	CTEL1	Marine
OG0029265	CTEL1	Marine
OG0029266	CTEL1	Marine
OG0029268	CTEL1	Marine
OG0029272	CTEL1	Marine
OG0029273	CTEL1	Marine
OG0029274	CTEL1	Marine
OG0029275	CTEL1	Marine
OG0029276	CTEL1	Marine
OG0029277	CTEL1	Marine
OG0029278	CTEL1	Marine
OG0029279	CTEL1	Marine
OG0029280	CTEL1	Marine
OG0029281	CTEL1	Marine
OG0029282	CTEL1	Marine
OG0029285	CTEL1	Marine
OG0029286	CTEL1	Marine
OG0029287	CTEL1	Marine
OG0029288	CTEL1	Marine
OG0029291	CTEL1	Marine
OG0029293	CTEL1	Marine
OG0029295	CTEL1	Marine
OG0029298	CTEL1	Marine
OG0029299	CTEL1	Marine
OG0029303	CTEL1	Marine
OG0029307	CUNI2	NonMarine
OG0029309	DRET1	NonMarine
OG0029310	DRET1	NonMarine
OG0029311	DRET1	NonMarine
OG0029317	DRET1	NonMarine
OG0029320	DROS1	NonMarine
OG0029322	DROS1	NonMarine
OG0029324	DROS1	NonMarine
OG0029326	DROS1	NonMarine
OG0029330	DROS1	NonMarine
OG0029332	DROS1	NonMarine
OG0029335	DROS1	NonMarine
OG0029336	DROS1	NonMarine
OG0029338	DROS1	NonMarine
OG0029341	DROS1	NonMarine
OG0029342	DROS1	NonMarine
OG0029344	DROS1	NonMarine
OG0029348	DROS1	NonMarine
OG0029358	ECHI1	NonMarine
OG0029360	ECHI1	NonMarine
OG0029361	ECHI1	NonMarine
OG0029362	ECHI1	NonMarine
OG0029363	ECHI1	NonMarine
OG0029365	ECHI1	NonMarine
OG0029368	ECHI1	NonMarine
OG0029380	ECHL1	Marine
OG0029411	SCON1	Marine
OG0029412	FCAU1	Marine
OG0029433	FKUR1	NonMarine
OG0029440	FSAG1	Marine
OG0029454	GAEG1	Marine
OG0029455	GAEG1	Marine
OG0029473	GPEL1	Marine
OG0029490	GTOL1	Marine
OG0029492	GTOL1	Marine
OG0029494	GTOL1	Marine
OG0029497	GTOL1	Marine
OG0029498	GTOL1	Marine
OG0029499	GTOL1	Marine
OG0029501	GTOL1	Marine
OG0029502	GTOL1	Marine
OG0029503	GTOL1	Marine
OG0029504	GTOL1	Marine
OG0029506	GTOL1	Marine
OG0029508	GTOL1	Marine
OG0029510	GTOL1	Marine
OG0029511	GTOL1	Marine
OG0029513	GTOL1	Marine
OG0029516	GTOL1	Marine
OG0029521	GTOL1	Marine
OG0029524	GTOL1	Marine
OG0029539	HAEG1	Marine
OG0029559	HBRA1	Marine
OG0029568	NALB1	Marine
OG0029576	IPYG1	Marine
OG0029589	KTUN1	Marine
OG0029601	LGIG1	Marine
OG0029603	LGIG1	Marine
OG0029605	LGIG1	Marine
OG0029617	LHYA1	Marine
OG0029618	LHYA1	Marine
OG0029620	LHYA1	Marine
OG0029624	LHYA1	Marine
OG0029625	LHYA1	Marine
OG0029626	LMAX1	NonMarine
OG0029628	LMAX1	NonMarine
OG0029629	LMAX1	NonMarine
OG0029630	LMAX1	NonMarine
OG0029631	LMAX1	NonMarine
OG0029633	LMAX1	NonMarine
OG0029634	LMAX1	NonMarine
OG0029635	LMAX1	NonMarine
OG0029639	LNYA1	NonMarine
OG0029646	LNYA1	NonMarine
OG0029653	LNYA1	NonMarine
OG0029670	LRUG1	Marine
OG0029671	LRUG1	Marine
OG0029673	LRUG1	Marine
OG0029678	LSTA1	NonMarine
OG0029679	LSTA1	NonMarine
OG0029681	LSTA1	NonMarine
OG0029683	LSTA1	NonMarine
OG0029684	LSTA1	NonMarine
OG0029685	LSTA1	NonMarine
OG0029687	LSTA1	NonMarine
OG0029688	LSTA1	NonMarine
OG0029689	LSTA1	NonMarine
OG0029690	LSTA1	NonMarine
OG0029691	LSTA1	NonMarine
OG0029692	LSTA1	NonMarine
OG0029693	LSTA1	NonMarine
OG0029694	LSTA1	NonMarine
OG0029695	LSTA1	NonMarine
OG0029696	LSTA1	NonMarine
OG0029697	LSTA1	NonMarine
OG0029698	LSTA1	NonMarine
OG0029699	LSTA1	NonMarine
OG0029700	LSTA1	NonMarine
OG0029702	LSTA1	NonMarine
OG0029703	LSTA1	NonMarine
OG0029704	LSTA1	NonMarine
OG0029705	LSTA1	NonMarine
OG0029706	LSTA1	NonMarine
OG0029709	MACO1	NonMarine
OG0029710	MACO1	NonMarine
OG0029714	MACO1	NonMarine
OG0029739	MARE1	Marine
OG0029743	NMIR1	Marine
OG0029749	MCOR1	Marine
OG0029750	MCOR1	Marine
OG0029751	MCOR1	Marine
OG0029752	MCOR1	Marine
OG0029753	MCOR1	Marine
OG0029754	MCOR1	Marine
OG0029755	MCOR1	Marine
OG0029757	MCOR1	Marine
OG0029758	MCOR1	Marine
OG0029759	MCOR1	Marine
OG0029760	MCOR1	Marine
OG0029761	MCOR1	Marine
OG0029762	MCOR1	Marine
OG0029763	MCOR1	Marine
OG0029764	MCOR1	Marine
OG0029766	MCOR1	Marine
OG0029767	MCOR1	Marine
OG0029768	MCOR1	Marine
OG0029769	MCOR1	Marine
OG0029770	MCOR1	Marine
OG0029771	MCOR1	Marine
OG0029772	MCOR1	Marine
OG0029773	MCOR1	Marine
OG0029774	MCOR1	Marine
OG0029775	MCOR1	Marine
OG0029776	MCOR1	Marine
OG0029777	MCOR1	Marine
OG0029778	MCOR1	Marine
OG0029779	MCOR1	Marine
OG0029781	MCOR1	Marine
OG0029782	MCOR1	Marine
OG0029783	MCOR1	Marine
OG0029784	MCOR1	Marine
OG0029785	MCOR1	Marine
OG0029786	MCOR1	Marine
OG0029787	MCOR1	Marine
OG0029788	MCOR1	Marine
OG0029789	MCOR1	Marine
OG0029790	MCOR1	Marine
OG0029791	MCOR1	Marine
OG0029792	MCOR1	Marine
OG0029793	MCOR1	Marine
OG0029796	MCOR1	Marine
OG0029797	MCOR1	Marine
OG0029798	MCOR1	Marine
OG0029799	MCOR1	Marine
OG0029800	MCOR1	Marine
OG0029802	MCOR1	Marine
OG0029803	MCOR1	Marine
OG0029804	MCOR1	Marine
OG0029805	MCOR1	Marine
OG0029806	MCOR1	Marine
OG0029807	MCOR1	Marine
OG0029809	MCOR1	Marine
OG0029810	MCOR1	Marine
OG0029811	MCOR1	Marine
OG0029812	MCOR1	Marine
OG0029814	MCOR1	Marine
OG0029816	MCOR1	Marine
OG0029817	MCOR1	Marine
OG0029820	MCOR1	Marine
OG0029821	MCOR1	Marine
OG0029822	MCOR1	Marine
OG0029823	MCOR1	Marine
OG0029824	MCOR1	Marine
OG0029826	MCOR1	Marine
OG0029827	MCOR1	Marine
OG0029828	MCOR1	Marine
OG0029829	MCOR1	Marine
OG0029830	MCOR1	Marine
OG0029831	MCOR1	Marine
OG0029832	MCOR1	Marine
OG0029834	MCOR1	Marine
OG0029835	MCOR1	Marine
OG0029836	MCOR1	Marine
OG0029839	MCOR1	Marine
OG0029840	MCOR1	Marine
OG0029841	MCOR1	Marine
OG0029842	MCOR1	Marine
OG0029846	MCOR1	Marine
OG0029847	MCOR1	Marine
OG0029848	MCOR1	Marine
OG0029851	MCOR1	Marine
OG0029852	MCOR1	Marine
OG0029853	MCOR1	Marine
OG0029854	MCOR1	Marine
OG0029855	MCOR1	Marine
OG0029856	MCOR1	Marine
OG0029857	MCOR1	Marine
OG0029858	MCOR1	Marine
OG0029859	MCOR1	Marine
OG0029860	MCOR1	Marine
OG0029861	MCOR1	Marine
OG0029863	MCOR1	Marine
OG0029864	MCOR1	Marine
OG0029866	MCOR1	Marine
OG0029867	MCOR1	Marine
OG0029868	MCOR1	Marine
OG0029869	MCOR1	Marine
OG0029874	MCOR1	Marine
OG0029876	MCOR1	Marine
OG0029878	MCOR1	Marine
OG0029879	MCOR1	Marine
OG0029881	MCOR1	Marine
OG0029886	MFOD1	Marine
OG0029890	MFOD1	Marine
OG0029894	MFOD1	Marine
OG0029899	MFOD1	Marine
OG0029903	MFRU1	NonMarine
OG0029904	MFRU1	NonMarine
OG0029905	MFRU1	NonMarine
OG0029906	MFRU1	NonMarine
OG0029907	MFRU1	NonMarine
OG0029908	MFRU1	NonMarine
OG0029909	MFRU1	NonMarine
OG0029910	MFRU1	NonMarine
OG0029911	MFRU1	NonMarine
OG0029912	MFRU1	NonMarine
OG0029913	MFRU1	NonMarine
OG0029914	MHON1	Marine
OG0029916	MHON1	Marine
OG0029917	MHON1	Marine
OG0029920	MHON1	Marine
OG0029922	MHON1	Marine
OG0029923	MHON1	Marine
OG0029926	MHON1	Marine
OG0029927	MHON1	Marine
OG0029929	MHON1	Marine
OG0029930	MHON1	Marine
OG0029931	MHON1	Marine
OG0029932	MHON1	Marine
OG0029933	MHON1	Marine
OG0029936	MHON1	Marine
OG0029938	MHON1	Marine
OG0029939	MHON1	Marine
OG0029940	MHON1	Marine
OG0029942	MLAB1	Marine
OG0029943	MLAB1	Marine
OG0029945	MLAB1	Marine
OG0029946	MLAB1	Marine
OG0029948	MMAR1	NonMarine
OG0029949	MMAR1	NonMarine
OG0029951	MMAR1	NonMarine
OG0029952	MMAR1	NonMarine
OG0029953	MMAR1	NonMarine
OG0029954	MMAR1	NonMarine
OG0029955	MMAR1	NonMarine
OG0029956	MMAR1	NonMarine
OG0029957	MMAR1	NonMarine
OG0029958	MMAR1	NonMarine
OG0029959	MMAR1	NonMarine
OG0029960	MMAR1	NonMarine
OG0029962	MMAR1	NonMarine
OG0029963	MMAR1	NonMarine
OG0029965	MMAR1	NonMarine
OG0029966	MMAR1	NonMarine
OG0029968	MMAR1	NonMarine
OG0029970	MMAR1	NonMarine
OG0029972	MMAR1	NonMarine
OG0029973	MSCH1	Marine
OG0029974	MSCH1	Marine
OG0029975	MSWE1	Marine
OG0029977	MSWE1	Marine
OG0029981	MYES1	Marine
OG0029982	MYES1	Marine
OG0029985	NALB1	Marine
OG0029986	NALB1	Marine
OG0029988	NALB1	Marine
OG0029989	NALB1	Marine
OG0029991	NALB1	Marine
OG0029994	NMIR1	Marine
OG0029995	NMIR1	Marine
OG0029996	NMIR1	Marine
OG0029997	NMIR1	Marine
OG0029998	NMIR1	Marine
OG0029999	NMIR1	Marine
OG0030000	NMIR1	Marine
OG0030001	NMIR1	Marine
OG0030002	NMIR1	Marine
OG0030003	NMIR1	Marine
OG0030004	NMIR1	Marine
OG0030005	NMIR1	Marine
OG0030006	NMIR1	Marine
OG0030007	NMIR1	Marine
OG0030008	NMIR1	Marine
OG0030009	NMIR1	Marine
OG0030010	NMIR1	Marine
OG0030011	NMIR1	Marine
OG0030012	NMIR1	Marine
OG0030013	NMIR1	Marine
OG0030014	NMIR1	Marine
OG0030015	NMIR1	Marine
OG0030016	NMIR1	Marine
OG0030017	NMIR1	Marine
OG0030018	NMIR1	Marine
OG0030019	NMIR1	Marine
OG0030021	NMIR1	Marine
OG0030022	NMIR1	Marine
OG0030023	NMIR1	Marine
OG0030024	NMIR1	Marine
OG0030026	NPOM2	Marine
OG0030028	OBIM1	Marine
OG0030031	OBIM1	Marine
OG0030034	OREE1	Marine
OG0030036	OSIN1	Marine
OG0030045	PBUC1	Marine
OG0030046	PBUC1	Marine
OG0030047	PBUC1	Marine
OG0030050	PCAN1	NonMarine
OG0030052	PCAN1	NonMarine
OG0030057	PELE1	NonMarine
OG0030058	PELE1	NonMarine
OG0030059	PELE1	NonMarine
OG0030060	PELE1	NonMarine
OG0030061	PELE1	NonMarine
OG0030062	PELE1	NonMarine
OG0030063	PELE1	NonMarine
OG0030065	PFUC1	Marine
OG0030066	PFUC1	Marine
OG0030067	PFUC1	Marine
OG0030068	PFUC1	Marine
OG0030069	PFUC1	Marine
OG0030070	PFUC1	Marine
OG0030071	PFUC1	Marine
OG0030072	PFUC1	Marine
OG0030073	PFUC1	Marine
OG0030074	PFUC1	Marine
OG0030075	PFUC1	Marine
OG0030076	PFUC1	Marine
OG0030077	PFUC1	Marine
OG0030079	PFUC1	Marine
OG0030080	PFUC1	Marine
OG0030081	PMAC1	NonMarine
OG0030082	PMAC1	NonMarine
OG0030083	PMAC1	NonMarine
OG0030084	PMAX1	Marine
OG0030085	PMAX1	Marine
OG0030086	PMAX1	Marine
OG0030087	PMAX1	Marine
OG0030088	PPAC1	NonMarine
OG0030089	PQUE1	NonMarine
OG0030090	PSAC1	Marine
OG0030091	PSAC1	Marine
